,Unnamed: 0,Name,IP,H,H2,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,WPA,aLI,RE24,GameDate,interceptRow,birthday,ages,targets,NextGame,DaysRest
6253,47119,beckejo02,3.2,2,2,0,0,0,8,0,3.86,13,52,37,9,13,15,2,3,1,0,65,0.199,0.86,1.9,2004-06-17,1.0,1980-05-15,20.8131416838,1.0,2004-07-05,18
6280,47283,beckejo02,6.2,10,10,8,7,1,6,1,3.13,31,103,76,51,10,15,10,13,4,0,29,-0.126,0.83,-3.2,2005-06-09,1.0,1980-05-15,21.6563997262,1.0,2005-06-14,5
6282,47297,beckejo02,6.0,1,1,0,0,2,4,0,3.14,19,80,50,27,9,14,5,8,1,0,72,0.216,0.59,2.9,2005-06-30,1.0,1980-05-15,21.7056810404,1.0,2005-07-05,5
6336,121478,beckejo02,7.0,5,5,1,1,1,5,1,2.51,26,89,59,29,8,22,7,13,4,0,67,0.067,0.47,2.9,2007-05-08,1.0,1980-05-15,23.3073237509,1.0,2007-05-13,5
6358,113000,beckejo02,6.0,4,4,1,1,2,8,0,3.14,24,113,78,41,12,25,8,6,2,0,66,0.273,1.06,2.2,2007-09-21,1.0,1980-05-15,23.6303901437,1.0,2007-09-27,6
6381,23115,beckejo02,8.0,7,7,1,1,0,8,0,3.92,31,104,67,37,11,19,11,11,3,0,72,0.46,1.17,3.4,2008-08-11,1.0,1980-05-15,24.3997262149,1.0,2008-08-17,6
6559,22547,bedarer01,7.0,5,5,2,2,3,4,2,2.35,28,102,66,32,8,26,9,11,4,0,60,0.321,1.0,1.4,2005-05-15,1.0,1979-03-05,22.6310746064,1.0,2005-05-21,6
6637,101396,bedarer01,5.0,3,3,1,1,4,5,1,1.8,22,106,59,31,11,17,9,4,0,0,58,0.147,1.01,1.6,2008-03-31,1.0,1979-03-05,25.1170431211,1.0,2008-04-08,8
6650,97230,bedarer01,5.2,3,3,1,1,3,3,0,3.79,22,94,51,30,3,18,8,8,1,0,59,0.188,1.27,1.2,2008-06-29,1.0,1979-03-05,25.3305954825,1.0,2008-07-04,5
7155,31148,belisma01,6.0,5,5,2,2,2,6,1,4.67,25,85,55,33,9,13,10,6,4,0,58,0.173,1.13,1.0,2005-05-25,1.0,1980-06-06,21.568788501,1.0,2005-05-31,6
7187,105676,belisma01,5.1,9,9,5,4,3,3,0,5.43,26,85,54,37,4,13,10,10,3,0,32,-0.208,0.96,-1.3,2007-09-21,1.0,1980-06-06,23.5783709788,1.0,2007-09-27,6
7303,112544,bellro01,6.0,9,9,5,4,1,3,1,4.5,29,94,62,44,7,11,11,14,5,0,38,-0.098,0.67,-1.9,2005-04-14,1.0,1977-01-17,24.3969883641,1.0,2005-04-18,4
7324,108337,beltrri01,7.0,5,5,3,2,2,3,0,3.48,27,109,68,46,5,17,7,15,6,0,58,-0.086,1.3,0.6,1997-09-25,1.0,1969-11-13,24.0739219713,1.0,2000-07-17,1026
7777,9123,benneje01,6.0,5,5,3,3,1,4,2,4.26,23,80,47,28,2,17,9,9,1,0,53,0.007,0.74,0.0,2008-04-23,1.0,1980-06-10,24.076659822,1.0,2008-06-11,49
7801,116571,benoijo01,3.0,5,5,6,6,3,2,1,6.08,17,84,54,26,9,19,4,8,3,0,24,-0.334,0.83,-4.2,2003-05-25,1.0,1977-07-26,22.3134839151,1.0,2003-05-31,6
7825,17079,benoijo01,5.2,8,8,5,5,1,4,1,6.18,27,99,66,39,12,15,9,12,2,0,36,-0.021,0.92,-0.1,2004-07-09,1.0,1977-07-26,23.2881587953,1.0,2004-07-19,10
7827,1284,benoijo01,4.0,2,2,0,0,3,6,0,5.83,17,75,44,24,10,10,1,7,3,0,61,0.178,1.18,1.8,2004-09-18,1.0,1977-07-26,23.4551676934,1.0,2004-09-24,6
7836,116961,benoijo01,7.0,3,3,3,2,1,4,1,3.56,26,102,68,41,9,18,5,16,3,0,64,0.046,0.71,0.9,2005-08-25,1.0,1977-07-26,24.2628336756,1.0,2005-08-30,5
7899,91718,bensokr01,7.0,4,4,2,2,3,9,1,3.77,28,115,67,39,12,16,3,13,2,0,67,0.23,1.0,1.9,2000-09-26,1.0,1974-11-07,22.3655030801,1.0,2000-10-01,5
7942,64100,bensokr01,6.0,7,7,1,1,4,2,0,4.63,29,111,66,45,8,13,8,15,4,0,52,0.196,1.5,2.0,2003-07-09,1.0,1974-11-07,24.7665982204,1.0,2003-07-17,8
7973,79488,bensokr01,7.0,4,4,1,1,1,7,1,4.33,27,97,65,38,15,12,10,9,2,0,71,0.265,1.36,2.6,2004-09-24,1.0,1974-11-07,25.8151950719,1.0,2004-10-01,7
8023,13142,bensokr01,6.0,9,9,5,5,1,3,3,4.72,25,98,66,45,10,11,12,9,3,0,36,-0.168,0.69,-1.7,2006-07-19,1.0,1974-11-07,27.3839835729,1.0,2006-07-25,6
8237,26388,bereja01,2.1,5,5,5,3,1,1,3,5.18,14,49,28,21,2,5,4,8,1,0,31,-0.376,0.74,-4.2,2002-06-26,1.0,1971-05-26,26.855578371,1.0,2002-08-31,66
8239,35090,bereja01,5.2,4,4,2,2,2,1,0,3.18,23,88,49,31,1,17,8,12,5,0,52,0.231,1.13,2.3,2003-05-22,1.0,1971-05-26,27.6358658453,1.0,2003-05-27,5
8330,64694,bergmja01,6.0,2,2,1,1,2,2,1,3.07,23,79,55,33,7,15,6,13,0,0,64,0.208,0.9,2.2,2007-05-09,1.0,1981-09-25,22.1327857632,1.0,2007-05-14,5
8336,123465,bergmja01,6.0,6,6,4,4,1,3,2,4.46,25,83,58,37,8,13,7,14,5,0,46,0.04,0.69,-0.4,2007-07-18,1.0,1981-09-25,22.2970568104,1.0,2007-07-24,6
8547,35643,bernead01,5.2,7,7,1,1,0,5,0,10.57,23,93,61,35,8,18,10,8,5,0,56,0.221,1.13,1.9,2006-08-11,1.0,1976-11-28,25.659137577,1.0,2006-08-16,5
8648,21998,biddlro01,5.0,7,7,7,5,2,5,0,5.5,24,96,59,35,9,15,4,13,7,0,32,-0.281,0.77,-3.8,2001-09-02,1.0,1976-05-21,21.8453114305,1.0,2001-09-07,5
8991,112988,birkiku01,4.0,6,6,4,4,2,3,0,8.18,19,72,41,22,7,12,7,7,4,0,35,-0.174,1.42,-1.8,2007-09-03,1.0,1980-08-11,23.3785078713,1.0,2007-09-15,12
9840,95851,boehrbr01,5.0,8,8,4,4,2,1,2,5.23,23,89,55,32,6,17,9,11,4,0,34,-0.135,1.11,-0.8,2000-04-14,1.0,1969-01-08,27.0116358658,1.0,2000-04-20,6
9999,87455,bohanbr01,6.0,6,6,2,2,1,2,1,7.76,24,68,47,34,3,10,7,14,5,0,53,0.047,1.06,1.1,2001-05-02,1.0,1968-08-01,28.295687885,1.0,2001-05-07,5
10241,43785,bondeje01,5.0,9,9,4,4,1,4,1,3.69,25,92,61,35,10,16,10,9,3,1,36,-0.126,1.09,-1.2,2007-04-30,1.0,1982-10-28,21.1690622861,1.0,2007-05-08,8
10274,1838,bondeje01,7.1,6,6,2,2,1,7,0,4.34,28,83,53,33,9,11,7,13,3,0,64,0.286,1.54,2.9,2008-05-27,1.0,1982-10-28,22.0999315537,1.0,2008-06-01,5
10556,75336,bootcch01,6.0,5,5,1,1,0,3,1,0.6,23,79,55,34,6,15,8,12,5,0,61,0.209,0.93,2.1,2005-07-31,1.0,1978-10-24,23.1266255989,1.0,2005-08-06,6
10995,50121,botteke01,5.0,8,8,5,5,1,3,1,5.54,24,86,56,35,3,18,4,16,8,0,33,-0.155,0.97,-2.2,2001-06-03,1.0,1968-11-14,28.1232032854,1.0,2001-06-09,6
11104,25982,bowiemi01,5.0,4,4,3,2,3,1,0,10.08,22,90,46,31,7,8,7,11,3,0,47,-0.043,1.09,-0.3,1999-09-23,1.0,1974-11-10,21.4839151266,1.0,1999-09-29,6
11112,123441,bowiemi01,4.1,5,5,1,1,4,7,0,3.63,22,104,58,22,12,24,2,9,3,0,52,0.031,1.05,0.6,2007-06-22,1.0,1974-11-10,28.1752224504,1.0,2007-06-27,5
11507,42153,brocado01,5.1,4,4,3,3,2,4,0,6.46,21,88,52,31,5,16,4,11,3,0,50,0.161,0.64,-0.4,1997-04-13,1.0,1967-05-16,25.8425735797,1.0,1997-04-18,5
11537,87286,brockch01,6.2,6,6,5,5,3,5,2,6.38,29,102,67,40,9,18,10,11,4,0,44,-0.107,0.73,-0.5,2000-04-25,1.0,1970-02-05,26.1054072553,1.0,2000-05-09,14
11933,38557,brownke01,6.1,8,8,3,2,2,4,0,1.96,26,103,66,41,13,12,13,7,6,0,49,0.141,1.19,1.2,2001-05-23,1.0,1965-03-14,31.2689938398,1.0,2001-05-29,6
11937,58712,brownke01,5.1,8,8,4,4,3,5,1,3.02,29,105,69,39,11,19,9,11,8,0,38,-0.169,0.9,-2.7,2001-07-06,1.0,1965-03-14,31.3730321697,1.0,2001-07-15,9
11945,58796,brownke01,7.0,4,4,0,0,0,5,0,5.73,22,79,57,31,8,18,7,10,2,0,74,0.313,0.88,3.2,2002-04-07,1.0,1965-03-14,32.0219028063,1.0,2002-04-13,6
11951,63890,brownke01,6.1,7,7,3,3,2,2,0,3.3,26,106,65,43,10,12,12,9,3,0,47,0.228,1.0,1.5,2002-05-21,1.0,1965-03-14,32.1259411362,1.0,2002-05-26,5
11997,75115,brownke01,6.0,7,7,6,5,2,4,2,3.89,26,97,59,37,6,16,9,11,2,0,38,-0.299,1.11,-2.7,2004-06-04,1.0,1965-03-14,33.8891170431,1.0,2004-06-09,5
12006,17155,brownke01,0.2,6,6,4,4,0,1,0,4.25,8,32,22,13,2,7,2,5,3,0,25,-0.291,0.8,-3.9,2004-09-26,1.0,1965-03-14,34.160164271,1.0,2004-10-02,6
12017,68678,brownke01,5.1,8,8,5,5,2,4,0,5.43,27,106,67,48,9,10,10,9,3,0,34,-0.255,1.64,-1.4,2005-06-05,1.0,1965-03-14,34.7542778919,1.0,2005-06-15,10
12019,116930,brownke01,4.1,10,10,6,6,0,3,2,5.91,23,82,53,36,6,11,6,13,3,0,22,-0.319,0.82,-3.8,2005-07-18,1.0,1965-03-14,34.855578371,1.0,2005-07-23,5
12226,43956,buchhcl01,4.0,10,10,5,5,1,6,0,4.5,23,82,51,25,11,15,8,8,6,0,27,-0.258,0.97,-2.8,2008-05-07,1.0,1984-08-14,20.501026694,1.0,2008-05-12,5
12451,82779,buddimi01,6.0,8,8,5,5,2,5,0,5.04,27,102,61,36,8,17,6,13,8,0,39,-0.258,0.47,-1.7,1998-08-04,1.0,1970-12-12,23.8822724162,1.0,1998-08-20,16
13253,79427,bumpna01,2.1,5,5,6,6,0,1,1,5.36,13,46,29,18,3,8,7,4,2,0,24,-0.291,0.79,-3.9,2004-07-20,1.0,1976-07-24,24.180698152,1.0,2004-09-15,57
13874,8115,burkejo03,5.2,7,7,5,5,6,5,0,3.03,28,111,65,39,4,22,8,9,4,0,34,-0.261,1.06,-2.6,2001-09-29,1.0,1964-11-28,31.8247775496,1.0,2001-10-04,5
14385,4294,burnese01,5.0,5,5,2,2,1,3,1,4.26,20,70,41,19,13,9,8,9,4,0,51,0.056,1.14,0.7,2004-08-16,1.0,1982-09-17,18.932238193,1.0,2004-08-21,5
15005,116952,cabreda01,3.2,5,5,8,8,5,7,2,5.09,21,98,58,28,13,17,5,4,1,0,21,-0.353,0.76,-5.9,2005-08-06,1.0,1981-05-28,20.900752909,1.0,2005-08-12,6
15018,13076,cabreda01,5.0,5,5,5,5,7,6,0,5.3,25,106,54,27,12,15,6,6,4,0,36,-0.298,1.28,-2.3,2006-05-09,1.0,1981-05-28,21.5523613963,1.0,2006-05-14,5
15100,13494,cabreda01,3.0,5,5,2,2,6,1,1,5.26,20,84,42,25,4,13,6,7,1,0,36,-0.085,1.31,-0.8,2008-09-06,1.0,1981-05-28,23.5674195756,1.0,2008-09-13,7
15640,116534,callami01,4.1,7,7,6,6,2,5,1,5.17,21,84,49,21,2,26,7,7,3,0,28,-0.273,1.23,-2.3,2003-04-17,1.0,1975-05-13,24.128678987,1.0,2003-04-23,6
15644,100729,callami01,4.0,6,6,6,6,4,5,0,7.76,22,85,49,24,9,16,7,6,3,0,27,-0.334,0.96,-3.8,2003-09-11,1.0,1975-05-13,24.476386037,1.0,2004-04-13,215
15646,116787,callami01,4.1,5,5,2,2,2,4,1,10.8,20,85,52,26,7,19,2,12,6,0,47,0.019,0.85,0.4,2004-08-16,1.0,1975-05-13,25.2813141684,1.0,2004-08-21,5
15959,8597,capeljo01,5.0,4,4,2,2,3,4,0,3.6,21,111,65,39,10,16,7,7,2,0,52,0.059,1.08,0.6,2004-09-12,1.0,1981-01-13,20.4435318275,1.0,2004-09-16,4
15967,105040,capuach01,5.0,7,7,3,3,3,5,2,3.27,25,95,58,29,11,18,5,11,4,0,43,-0.112,0.68,-0.4,2004-04-13,1.0,1978-08-19,22.160164271,1.0,2004-04-18,5
15968,50566,capuach01,2.0,2,2,1,1,1,2,1,3.46,9,38,20,11,4,5,1,5,1,0,49,-0.01,0.93,0.0,2004-04-18,1.0,1978-08-19,22.173853525,1.0,2004-05-26,38
15981,64289,capuach01,4.1,8,8,8,8,4,7,3,4.34,24,98,54,26,9,19,6,7,3,0,18,-0.601,1.1,-5.7,2004-08-19,1.0,1978-08-19,22.4640657084,1.0,2004-08-24,5
16063,64713,capuach01,7.0,3,3,2,2,3,10,1,3.8,27,119,71,31,18,22,6,8,3,0,70,0.086,1.1,1.7,2007-06-02,1.0,1978-08-19,24.8706365503,1.0,2007-06-08,6
16075,9100,capuach01,5.0,7,7,1,1,1,5,0,5.09,24,88,56,35,8,13,9,8,0,0,53,0.176,1.44,1.6,2007-09-23,1.0,1978-08-19,25.1362080767,1.0,2007-09-28,5
16211,79961,carlybu01,4.1,6,6,3,3,1,3,1,5.26,21,79,53,36,4,13,7,10,5,0,41,0.116,0.68,-1.4,2007-09-11,1.0,1977-12-21,25.6783025325,1.0,2007-09-30,19
16559,120637,carpech01,7.2,5,5,2,2,4,8,1,4.09,31,124,82,50,15,17,13,6,3,0,65,0.271,1.02,2.4,2001-10-06,1.0,1975-04-27,22.8473648186,1.0,2002-04-01,177
16560,16671,carpech01,2.1,6,6,6,6,3,3,4,23.14,16,64,37,18,7,12,4,6,1,0,21,-0.309,0.7,-4.9,2002-04-01,1.0,1975-04-27,23.266255989,1.0,2002-04-21,20
16571,120757,carpech01,6.0,8,8,3,3,4,6,0,5.08,28,114,72,38,12,22,7,11,7,0,46,-0.021,1.19,0.4,2002-08-08,1.0,1975-04-27,23.5701574264,1.0,2002-08-13,5
16642,109685,carpech01,6.0,5,5,3,0,1,4,0,1.98,26,87,58,32,12,14,9,12,7,0,59,-0.035,1.05,0.2,2006-05-14,1.0,1975-04-27,26.8227241615,1.0,2006-05-19,5
16665,109791,carpech01,7.0,12,12,6,6,2,6,0,3.09,34,122,75,42,7,26,13,13,5,0,33,-0.409,1.42,-2.3,2006-09-26,1.0,1975-04-27,27.1430527036,1.0,2007-04-01,187
16668,110081,carpech01,5.0,3,3,0,0,0,2,0,1.0,17,51,33,19,2,12,8,7,3,0,63,0.28,0.86,2.5,2008-08-05,1.0,1975-04-27,28.7501711157,1.0,2008-08-10,5
16914,58692,carragi01,5.0,3,3,2,2,3,6,1,1.52,21,97,63,35,8,20,5,8,3,0,56,-0.008,0.8,0.4,2001-06-13,1.0,1968-03-04,28.7501711157,1.0,2001-08-15,63
17347,16584,castifr01,1.1,5,5,7,7,2,0,0,4.21,11,43,25,12,4,9,2,6,6,0,14,-0.436,1.28,-4.9,2001-06-23,1.0,1969-04-01,27.8439425051,1.0,2001-06-28,5
17541,121317,chacigu01,5.1,6,6,2,2,1,3,0,4.5,23,91,59,43,6,10,6,12,6,0,50,0.174,0.86,0.3,2006-05-05,1.0,1980-12-04,21.9575633128,1.0,2006-05-10,5
17544,112738,chacigu01,4.1,5,5,6,5,1,2,3,5.59,20,69,40,21,8,11,5,11,4,0,32,-0.459,1.14,-3.6,2006-06-04,1.0,1980-12-04,22.0287474333,1.0,2006-06-09,5
17556,13217,chacigu01,4.1,5,5,6,6,2,1,0,5.32,21,68,40,29,1,10,8,9,3,0,28,-0.245,0.96,-2.7,2007-04-22,1.0,1980-12-04,22.7898699521,1.0,2007-04-28,6
17751,96406,chacosh01,7.0,4,4,1,1,1,8,1,3.91,26,104,67,35,13,19,9,8,4,0,72,0.313,0.76,2.3,2003-06-23,1.0,1977-12-23,22.0287474333,1.0,2003-06-29,6
17757,38952,chacosh01,7.0,5,5,3,2,2,4,1,4.11,28,103,65,44,10,11,6,16,3,0,59,0.063,1.16,1.2,2003-08-10,1.0,1977-12-23,22.1409993155,1.0,2003-08-16,6
17766,64370,chacosh01,4.0,3,3,2,2,2,2,0,3.28,18,68,34,25,4,5,5,8,1,0,48,-0.039,1.08,0.0,2005-05-23,1.0,1977-12-23,23.6851471595,1.0,2005-06-02,10
17788,75421,chacosh01,4.2,5,5,1,1,5,1,0,3.68,25,104,52,32,4,16,3,16,5,0,46,0.097,1.35,1.0,2006-05-11,1.0,1977-12-23,24.5201916496,1.0,2006-05-16,5
17835,75831,chambjo03,6.0,5,5,2,1,0,6,0,2.24,24,98,60,31,7,22,6,12,8,0,62,0.117,1.11,1.3,2008-07-30,1.0,1985-09-23,19.7399041752,1.0,2008-08-04,5
17893,70754,charlno01,6.0,5,5,1,1,0,4,0,3.92,22,80,52,27,12,13,6,12,5,0,62,0.122,0.8,1.7,1991-06-11,1.0,1963-01-06,24.5585215606,1.0,1991-06-16,5
18793,31320,clausbr01,6.2,5,5,3,3,3,7,0,5.28,29,115,78,49,12,17,7,11,3,0,56,0.343,1.24,3.1,2006-06-10,1.0,1979-05-01,23.4223134839,1.0,2006-06-16,6
19029,43658,clemema01,6.0,6,6,3,3,2,5,0,6.68,24,93,60,36,9,15,11,6,4,0,51,0.034,1.29,0.3,2006-06-04,1.0,1974-08-12,27.4825462012,1.0,2006-06-14,10
19431,74823,clemero02,5.0,3,3,3,3,1,2,2,4.2,18,74,44,24,6,14,5,10,1,0,50,-0.059,0.65,-0.3,2002-07-02,1.0,1962-08-04,34.4804928131,1.0,2002-07-12,10
20286,1467,colonba01,2.0,7,7,8,7,2,1,2,12.86,16,51,32,22,2,8,6,7,2,0,11,-0.377,0.73,-6.4,2006-04-09,1.0,1973-05-24,28.4024640657,1.0,2006-04-15,6
20293,55239,colonba01,6.0,4,4,4,3,2,1,1,4.55,25,99,71,56,0,15,12,10,3,0,49,-0.144,0.67,-0.7,2006-07-21,1.0,1973-05-24,28.6461327858,1.0,2006-07-26,5
20309,112946,colonba01,5.0,5,5,3,3,4,7,0,6.38,24,107,65,34,10,21,5,7,3,0,48,-0.102,1.35,-0.3,2007-07-18,1.0,1973-05-24,29.5030800821,1.0,2007-07-23,5
20317,17710,colonba01,6.0,5,5,1,1,1,7,1,3.41,23,93,59,34,7,18,4,11,3,0,64,0.175,0.58,2.4,2008-06-11,1.0,1973-05-24,30.2806297057,1.0,2008-06-16,5
20506,1446,colonro01,0.2,0,0,0,0,1,1,0,5.58,3,14,7,3,2,2,1,0,0,0,52,0.026,0.88,0.3,2005-09-17,1.0,1979-08-13,22.546201232,1.0,2006-05-30,255
20908,92059,coneda01,5.0,6,6,3,3,2,3,1,6.43,23,96,57,28,12,17,4,14,8,0,44,-0.018,0.85,0.2,2003-04-16,1.0,1963-01-02,34.803559206,1.0,2003-04-22,6
21019,1482,contrjo01,8.1,5,5,1,1,1,4,0,1.45,30,103,71,42,10,19,14,11,2,0,72,0.518,1.39,3.4,2006-04-29,1.0,1971-12-06,29.7166324435,1.0,2006-05-04,5
21092,55557,contrjo01,5.2,10,10,5,5,1,1,0,4.21,29,99,65,48,5,12,11,15,3,0,29,-0.314,0.92,-2.2,2008-07-08,1.0,1971-12-06,31.6112251882,1.0,2008-07-13,5
21093,117416,contrjo01,4.0,10,10,7,7,2,2,1,4.6,25,90,56,34,9,13,9,12,3,0,14,-0.599,1.18,-5.9,2008-07-13,1.0,1971-12-06,31.6221765914,1.0,2008-08-09,27
21166,39102,cookaa01,9.0,7,7,2,1,1,3,0,4.18,35,102,73,50,4,19,17,13,6,0,69,0.204,0.41,3.3,2004-08-01,1.0,1979-02-08,22.0123203285,1.0,2004-08-07,6
21236,9056,cookaa01,5.1,10,10,5,3,0,1,1,4.16,26,85,51,39,4,8,14,10,4,0,33,-0.36,1.37,-1.6,2007-08-05,1.0,1979-02-08,24.6105407255,1.0,2007-08-10,5
21402,41632,cookde01,5.0,5,5,2,2,3,2,2,6.55,21,79,46,29,5,12,6,10,2,0,48,0.093,0.86,0.6,1993-06-17,1.0,1962-10-04,26.5242984257,1.0,1995-07-26,769
21665,112837,corcoti02,6.0,6,6,4,3,2,4,1,4.73,24,100,61,36,7,18,9,9,3,0,48,-0.152,0.83,-0.7,2006-09-18,1.0,1978-04-15,24.5585215606,1.0,2006-09-27,9
21777,91674,cordofr01,5.0,3,3,1,1,0,4,0,4.52,17,61,44,23,8,13,10,3,1,0,61,0.173,0.74,1.8,2000-07-29,1.0,1972-04-26,24.4134154689,1.0,2000-08-03,5
21782,4287,cormila01,5.0,5,5,5,5,3,1,2,9.33,22,86,50,32,4,14,13,5,0,0,35,-0.296,0.87,-2.3,2004-08-05,1.0,1980-08-19,20.7008898015,1.0,2004-08-12,7
21791,123354,cormila01,6.1,6,6,2,2,4,5,1,5.0,27,99,58,27,9,22,8,10,7,0,54,0.069,1.06,0.6,2006-09-20,1.0,1980-08-19,22.5379876797,1.0,2006-09-30,10
21793,27179,cormila01,4.0,9,9,8,8,1,1,3,18.0,20,84,53,38,2,13,10,8,2,0,12,-0.335,0.6,-5.4,2007-06-03,1.0,1980-08-19,23.1430527036,1.0,2007-06-08,5
21909,103866,cormirh01,3.0,6,6,4,4,1,4,1,4.27,16,50,29,14,4,11,3,8,5,0,34,-0.297,0.72,-3.5,1996-08-25,1.0,1967-04-23,25.3497604381,1.0,1997-04-05,223
21969,43295,cornena01,5.0,7,7,4,3,2,1,0,8.44,24,103,59,41,0,18,14,7,1,0,38,-0.159,0.91,-1.4,2004-04-27,1.0,1979-09-24,21.2457221081,1.0,2004-05-02,5
22034,4842,correke01,6.0,8,8,3,3,2,2,2,4.21,27,92,54,32,7,15,8,15,6,0,44,-0.052,1.21,0.3,2008-04-21,1.0,1980-08-24,23.8959616701,1.0,2008-04-26,5
22341,83171,crawfpa02,6.0,6,6,1,1,1,3,0,3.94,26,105,66,40,9,17,7,14,6,0,58,0.225,0.79,2.2,2001-05-05,1.0,1977-08-04,20.5201916496,1.0,2001-05-11,6
22344,95452,creekdo01,1.2,4,4,4,2,2,1,0,6.48,12,-1,-1,-1,-1,-1,4,2,0,3,34,-0.326,1.17,-3.5,1997-07-14,1.0,1969-03-01,24.5092402464,1.0,1997-07-26,12
22387,31311,cruzju02,6.0,4,4,0,0,2,5,0,4.76,23,95,59,26,8,25,8,7,1,0,67,0.362,1.16,3.4,2006-05-27,1.0,1978-10-15,23.8576317591,1.0,2006-06-01,5
22395,4613,cruzju02,7.1,7,7,1,1,1,3,1,4.34,28,105,67,44,8,15,8,16,5,0,62,0.266,0.75,3.0,2006-08-08,1.0,1978-10-15,24.0301163587,1.0,2006-09-30,53
22401,67724,cruzne01,6.0,9,9,6,6,1,3,1,6.68,27,87,60,37,9,14,12,10,4,0,32,-0.146,1.13,-1.4,1999-07-03,1.0,1972-09-13,23.1540041068,1.0,1999-07-09,6
22413,38862,cruzne01,5.0,9,9,7,7,1,9,3,5.85,24,92,63,25,13,25,5,9,5,0,29,-0.318,0.48,-4.0,2003-05-01,1.0,1972-09-13,26.4613278576,1.0,2003-05-08,7
23009,12622,daalom01,6.0,5,5,3,3,4,1,0,5.02,27,110,62,40,6,16,11,11,6,0,47,-0.003,1.22,0.2,2003-06-18,1.0,1972-03-01,27.0390143737,1.0,2003-06-23,5
23729,47410,davieky01,4.0,8,8,4,4,2,5,2,5.31,22,89,51,29,5,17,5,10,3,0,33,-0.228,0.99,-2.3,2006-05-10,1.0,1983-09-09,19.5838466804,1.0,2006-05-15,5
24091,31591,davisdo02,3.2,4,4,3,2,6,4,1,4.91,21,87,43,22,4,17,4,7,3,0,41,-0.165,0.78,-1.4,2008-04-03,1.0,1975-09-21,28.1067761807,1.0,2008-04-08,5
24224,54253,daviska01,4.1,8,8,7,6,2,1,0,12.15,24,81,48,33,3,12,16,5,2,0,20,-0.253,0.67,-4.9,2000-06-28,1.0,1975-06-25,21.607118412,1.0,2000-07-08,10
24435,87993,dayza01,6.2,8,8,3,3,7,2,1,3.4,36,124,66,41,6,19,12,16,3,0,41,-0.033,1.38,0.6,2004-06-30,1.0,1978-06-15,22.4996577687,1.0,2004-07-05,5
24437,79431,dayza01,6.0,6,6,1,1,2,1,0,3.9,24,86,56,36,3,17,11,10,2,0,55,0.197,1.27,2.1,2004-07-22,1.0,1978-06-15,22.5516769336,1.0,2004-07-27,5
24442,123059,dayza01,5.1,5,5,5,3,5,2,0,5.09,26,96,48,31,5,12,7,12,6,0,39,-0.128,1.0,-1.0,2005-04-25,1.0,1978-06-15,23.2060232717,1.0,2005-05-03,8
24452,31295,dayza01,7.0,7,7,1,1,1,3,0,5.85,28,105,58,34,7,17,12,12,7,0,61,0.244,0.94,2.9,2006-05-11,1.0,1978-06-15,24.1067761807,1.0,2006-05-17,6
24853,30289,delosva01,5.0,2,2,1,1,0,3,1,1.8,17,63,39,21,7,11,5,9,1,0,62,0.171,0.85,1.9,2000-04-04,1.0,1972-10-06,23.7535934292,1.0,2000-04-09,5
25050,64046,dempsry01,5.0,7,7,5,4,3,5,0,6.85,26,91,53,31,11,11,7,11,8,0,37,-0.242,1.1,-2.5,2003-05-16,1.0,1977-05-03,22.4914442163,1.0,2003-05-22,6
25061,30874,dempsry01,5.0,8,8,4,4,4,3,1,6.63,26,101,59,38,9,12,7,12,6,0,34,-0.231,1.18,-1.5,2003-07-23,1.0,1977-05-03,22.6529774127,1.0,2003-07-28,5
25067,26822,dempsry01,5.1,8,8,6,6,5,7,1,5.67,29,97,54,29,10,15,8,9,7,0,30,-0.368,0.94,-4.0,2005-04-27,1.0,1977-05-03,24.1752224504,1.0,2005-05-04,7
25621,4344,desseel01,5.2,4,4,2,2,1,1,1,3.18,20,66,46,27,6,13,11,7,2,0,53,0.157,0.83,1.8,2005-04-08,1.0,1971-01-13,29.5770020534,1.0,2005-04-19,11
25626,105356,desseel01,4.0,6,6,3,3,1,1,1,3.19,18,52,35,26,2,7,9,7,1,0,38,-0.146,1.08,-1.0,2005-09-18,1.0,1971-01-13,29.9630390144,1.0,2005-10-02,14
25810,22482,diazfe01,5.2,8,8,6,6,2,5,0,9.09,26,117,67,40,10,17,10,9,4,0,32,-0.287,0.58,-2.8,2004-08-31,1.0,1980-07-27,20.8186173854,1.0,2004-09-05,5
26157,17350,dinarle01,5.0,2,2,2,1,5,5,0,6.17,23,94,58,25,11,22,12,1,1,0,57,0.106,1.23,0.9,2006-05-07,1.0,1979-09-19,23.0088980151,1.0,2006-05-21,14
26273,75116,dominju01,8.0,5,5,1,1,1,5,1,2.63,29,101,67,40,10,17,12,11,2,0,72,0.27,0.7,3.4,2004-06-05,1.0,1980-05-18,20.7775496235,1.0,2004-06-11,6
26380,50087,doteloc01,5.0,7,7,5,5,5,5,0,6.19,25,87,54,28,11,15,7,8,6,0,33,-0.267,0.77,-2.2,2001-04-23,1.0,1973-11-25,23.6796714579,1.0,2001-05-01,8
26605,68896,downssc01,5.0,4,4,0,0,1,1,0,4.03,17,75,45,31,0,14,7,8,2,0,59,0.294,1.03,2.7,2006-08-12,1.0,1976-03-17,26.2669404517,1.0,2006-08-18,6
